0;19/06/2024;23619;46;11281;54
0;08/02/2025;16347;42;3402;22
0;01/05/2025;48693;27;10291;62
0;29/08/2025;46509;42;5723;22
0;14/05/2025;43785;71;7227;37
0;10/01/2025;44842;44;11795;11
0;24/12/2025;52107;35;11787;29
0;18/10/2025;2916;16;11437;20
0;28/10/2025;18831;7;988;13
0;18/05/2025;5104;19;4447;13
0;11/04/2025;23550;17;11364;61
0;11/02/2025;46920;65;4418;63
0;07/12/2025;31451;58;607;48
0;25/07/2024;18030;18;830;8
0;02/11/2024;34830;24;6487;10
0;13/12/2024;45480;62;967;42
0;02/02/2024;39952;11;2793;43
0;20/11/2024;28726;66;4453;60
0;28/01/2024;27465;20;10944;44
0;04/10/2024;5599;71;9638;37
0;04/04/2025;22134;53;924;16
0;20/12/2024;20826;42;9388;22
0;03/12/2024;49628;57;5742;1
0;18/03/2024;5144;68;9303;55
0;29/02/2024;28355;40;4001;24
0;08/01/2025;17053;15;2426;33
0;14/01/2024;30387;44;4575;11
0;20/08/2025;34557;61;3173;45
0;05/08/2025;41894;65;10069;63
0;13/03/2025;59437;28;4515;6
0;10/09/2025;28166;25;6233;13
0;28/08/2025;9766;12;5883;66
0;09/09/2024;29874;41;10195;23
0;06/09/2025;48863;41;6392;23
0;26/09/2025;16076;68;5754;55
0;18/06/2024;18418;36;6968;28
0;30/08/2025;48373;11;10270;43
0;10/10/2024;14032;3;3438;57
0;19/08/2024;26933;64;7176;65
0;20/06/2024;10159;26;3184;10
0;09/01/2024;38467;14;4608;64
0;22/12/2024;29748;8;9918;19
0;14/02/2025;7826;71;11837;37
0;20/07/2025;32104;30;11492;21
0;02/07/2025;3211;63;11346;40
0;08/10/2025;34636;31;1681;21
0;20/02/2024;46636;48;12244;52
0;27/02/2025;50696;69;2907;39
0;15/07/2024;8113;53;2967;16
0;24/08/2024;10434;1;9227;30
0;13/03/2024;22729;42;9165;22
0;27/10/2025;50404;35;12558;29
0;13/07/2024;1592;15;5770;33
0;25/09/2024;22465;45;560;9
0;01/01/2025;29020;5;3160;57
0;25/01/2025;43341;7;248;13
0;28/08/2024;31175;8;7033;19
0;11/06/2025;29912;70;10902;38
0;24/03/2025;20863;23;7869;57
0;24/01/2024;58716;40;10971;24
0;16/12/2024;21988;51;11566;49
0;09/03/2025;60464;3;537;57
0;22/12/2025;22366;63;10737;40
0;01/12/2025;60479;15;9358;33
0;24/08/2025;12241;65;10464;63
0;15/08/2025;27510;62;7564;42
0;16/08/2025;27451;2;12311;2
0;17/06/2025;26071;67;453;59
0;06/07/2024;21601;7;409;13
0;06/07/2024;47907;65;3225;63
0;22/05/2025;57680;52;4743;17
0;16/12/2024;52312;43;9647;12
0;18/11/2025;57925;7;11037;13
0;10/04/2025;47672;11;5162;43
0;25/08/2025;52920;44;2005;11
0;19/03/2025;6275;3;3677;57
0;03/09/2024;34606;59;4453;47
0;18/10/2024;44306;40;7749;24
0;19/11/2025;32088;16;2709;20
0;05/01/2024;8134;3;8383;57
0;25/11/2024;45165;38;11974;26
0;21/01/2025;30226;6;3195;41
0;25/04/2024;9997;60;3852;46
0;21/05/2025;49826;50;71;50
0;27/11/2024;18040;47;564;53
0;26/03/2025;9270;66;7703;60
0;20/10/2024;59720;3;12239;57
0;02/06/2025;54385;46;9549;54
0;19/09/2025;20989;56;6906;4
0;05/01/2025;10737;13;2895;56
0;11/04/2024;46150;50;8071;50
0;26/05/2024;54197;17;7934;61
0;04/03/2025;653;27;9113;62
0;25/06/2024;13279;8;1599;19
0;23/09/2025;27786;15;9171;33
0;14/10/2024;42079;62;8602;42
0;16/02/2024;6891;23;3978;57
0;28/10/2025;54944;58;1854;48
0;30/07/2025;58906;32;3805;34
0;15/01/2024;9890;47;9782;53
0;19/07/2024;3846;34;5891;31
0;27/03/2025;209;7;6555;13
0;21/07/2024;916;47;5905;53
0;22/01/2024;42509;71;1024;37
0;18/09/2025;1196;8;5652;19
0;18/02/2025;24133;71;4717;37
0;01/07/2024;5455;44;4339;11
0;22/03/2024;41523;27;1910;62
0;08/02/2024;3394;61;8134;45
0;10/03/2024;9410;12;8942;66
0;26/12/2025;50705;3;4746;57
0;02/11/2024;39645;42;4229;22
0;29/03/2024;38536;1;12561;30
0;16/06/2024;35140;52;1658;17
0;11/05/2024;31857;50;8459;50
0;31/08/2024;26346;29;11546;21
0;28/04/2024;46741;13;6480;56
0;09/10/2025;61114;5;3372;57
0;04/07/2025;7682;68;5937;55
0;01/01/2024;5231;1;11656;30
0;04/04/2025;6498;49;65;51
0;03/01/2025;23986;21;4764;20
0;07/01/2025;2249;39;7713;25
0;06/10/2024;3468;35;6176;29
0;15/01/2025;34965;1;4759;30
0;26/02/2024;10243;6;10267;41
0;17/11/2025;31018;69;9983;39
0;17/08/2024;38525;28;9169;6
0;16/04/2024;22471;48;10716;52
0;23/10/2025;23626;37;8607;27
0;30/05/2024;36246;16;10156;20
0;12/01/2024;55435;6;5993;41
0;01/09/2025;60794;54;11012;14
0;31/08/2024;15783;41;8843;23
0;12/01/2024;57900;57;5034;1
0;01/08/2024;44270;70;12377;38
0;15/07/2024;15029;6;10678;41
0;22/03/2024;36898;4;4214;58
0;31/03/2025;14277;30;3677;21
0;08/07/2025;40592;37;12250;27
0;11/04/2024;5247;22;9306;7
0;07/09/2025;6782;59;8124;47
0;06/10/2025;33734;25;7331;13
0;07/02/2025;52089;54;5326;14
0;28/04/2025;45615;1;2486;30
0;06/09/2025;43939;28;5759;6
0;11/04/2025;52101;36;8080;28
0;15/04/2025;30393;31;2738;21
0;09/07/2024;39067;3;2602;57
0;29/11/2024;43299;62;12271;42
0;28/05/2024;61955;15;5254;33
0;04/02/2025;60355;16;11038;20
0;10/03/2024;29719;65;10034;63
0;24/05/2025;33327;38;2914;26
0;17/10/2025;4541;5;9042;57
0;18/02/2024;1474;6;4675;41
0;04/05/2025;60502;14;11840;64
0;12/07/2024;47831;2;1281;2
0;13/03/2025;38083;50;9791;50
0;30/12/2024;38496;17;1239;61
0;28/06/2025;47847;35;5972;29
0;13/02/2025;61313;46;10201;54
0;13/05/2025;46774;16;725;20
0;06/11/2025;36991;68;6163;55
0;23/02/2025;19333;55;3584;5
0;21/12/2024;42875;54;6978;14
0;01/09/2024;55821;28;5751;6
0;04/12/2025;46082;61;2416;45
0;30/04/2025;61188;57;4665;1
0;25/10/2024;18074;54;5443;14
0;14/01/2025;20486;48;11444;52
0;28/06/2024;29249;50;2084;50
0;08/09/2024;40749;40;11411;24
0;06/05/2024;39465;17;1959;61
0;01/05/2024;20757;62;12469;42
0;10/05/2024;35263;66;12526;60
0;11/06/2024;4492;42;1700;22
0;10/06/2025;11153;5;11471;57
0;23/04/2024;48162;70;746;38
0;01/05/2025;58220;60;1980;46
0;15/12/2025;7114;20;5728;44
0;07/07/2025;26284;30;12384;21
0;09/06/2024;18563;60;8704;46
0;15/08/2025;25877;19;3275;13
0;16/05/2024;10391;40;7123;24
0;26/10/2024;31745;25;11456;13
0;07/10/2025;29606;61;6121;45
0;04/07/2025;24702;38;3712;26
0;18/07/2025;32040;33;3923;32
0;24/07/2024;53660;11;330;43
0;17/10/2025;37342;35;12016;29
0;14/12/2025;28236;14;1153;64
0;11/04/2024;5238;3;2242;57
0;29/07/2025;23025;10;6966;15
0;13/06/2025;12494;47;3590;53
0;20/10/2024;46367;68;3882;55
0;05/09/2025;18264;33;10057;32
0;11/12/2024;24925;68;8193;55
0;12/06/2025;377;37;9867;27
0;08/09/2024;13887;3;10951;57
0;11/01/2025;5695;7;10163;13
0;26/08/2024;5253;8;10208;19
0;16/10/2024;22700;24;11637;10
0;15/06/2025;55204;36;11166;28
0;28/12/2024;22311;21;1691;20
0;11/05/2025;34151;2;8930;2
0;25/01/2024;36647;10;468;15
0;29/12/2025;52565;37;602;27
0;29/08/2025;8619;10;899;15
0;17/09/2024;9578;42;8629;22
0;22/02/2025;56959;6;408;41
0;03/02/2025;18224;43;8394;12
0;21/07/2025;44033;13;5168;56
0;29/09/2024;49253;15;5305;33
0;07/03/2025;39376;15;9243;33
0;14/08/2025;62320;9;7554;18
0;03/12/2024;27657;2;10630;2
0;03/02/2024;11473;50;2316;50
0;02/09/2024;20306;47;3727;53
0;24/01/2024;60931;17;11747;61
0;01/12/2024;57342;25;7397;13
0;01/12/2024;39603;51;6698;49
0;22/08/2025;55851;5;8990;57
0;05/06/2024;28506;18;6640;8
0;20/09/2025;53461;21;12516;20
0;19/10/2024;55800;31;8688;21
0;11/06/2025;47143;69;1229;39
0;18/01/2025;59837;22;610;7
0;25/01/2024;61349;23;5906;57
0;25/03/2024;22897;16;4618;20
0;30/10/2024;49343;57;9096;1
